dataset_label,posterior_strategy,operating_profile,review_budget_k,shortlist_utility,prediction_set_avg_size,review_efficiency,shortlist_recall_at_2,shortlist_recall_at_3,shortlist_recall_at_5,fragile_case_rate,fragile_shortlist_utility,fragile_recall_at_2,fragile_prediction_set_avg_size,fragile_review_efficiency,defer_rate,budgeted_recall,budget_compliance_rate,review_load_proxy,effort_adjusted_utility,rescue_per_review_item,best_fixed_effort_adjusted_utility,grouped_topk_delta,downstream_exact_delta,shortlist_gap_to_best_fixed,review_efficiency_gap_to_best_fixed,effort_adjusted_gap_to_best_fixed,best_fixed_shortlist_method,best_fixed_review_efficiency_method,best_fixed_effort_method
historical_newspapers_real_downstream,cluster_distance,shortlist_first,3,0.711111111111111,1.4412037037037038,0.4934147124959845,0.7083333333333333,0.7083333333333333,0.7222222222222222,0.09722222222222222,0.8857142857142858,0.8571428571428571,3.228571428571428,0.27433628318584075,0.09722222222222222,0.7083333333333334,0.875,1.4988425925925926,0.6022486772486773,0.6057208994708995,0.7226190476190476,0.08333333333333326,0.05555555555555547,-0.05277777777777781,-0.1939420881705432,-0.12037037037037035,conformal_beam,conformal_beam,conformal_beam
historical_newspapers_real_downstream,calibrated_classifier,shortlist_first,3,0.836111111111111,1.1148148148148147,0.75,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.0,,,,,0.0,0.8333333333333334,1.0,1.114814814814815,0.7863977072310406,0.7925705467372135,0.8194444444444444,0.02777777777777779,-0.01388888888888895,-0.01666666666666672,-0.06944444444444442,-0.03304673721340379,uncertainty_trigram_beam,fixed_greedy,fixed_greedy
historical_newspapers_real_downstream,cluster_distance,shortlist_first,5,0.7291666666666666,1.2675925925925926,0.5752373995617238,0.7222222222222222,0.7361111111111112,0.7361111111111112,0.09722222222222222,1.0,1.0,1.0857142857142859,0.9210526315789472,0.0,0.7361111111111112,1.0,1.2675925925925926,0.6696428571428572,0.6696428571428572,0.7226190476190476,0.09722222222222221,0.04166666666666663,-0.03472222222222221,-0.1121194011048039,-0.0529761904761904,conformal_beam,conformal_beam,conformal_beam
historical_newspapers_real_downstream,calibrated_classifier,shortlist_first,5,0.836111111111111,1.1148148148148147,0.75,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.0,,,,,0.0,0.8472222222222222,1.0,1.114814814814815,0.7925705467372135,0.7925705467372135,0.8194444444444444,0.02777777777777779,-0.01388888888888895,-0.01666666666666672,-0.06944444444444442,-0.02687389770723092,uncertainty_trigram_beam,fixed_greedy,fixed_greedy
scadsai_real_grouped,cluster_distance,rescue_first,2,0.3375,3.9340277777777777,0.08578993821712269,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.5416666666666666,0.33589743589743587,0.3076923076923077,4.0,0.08397435897435897,0.5416666666666666,0.2916666666666667,0.0,2.5416666666666665,0.11805555555555555,0.19212962962962962,0.19563492063492063,0.3333333333333333,,-0.005555555555555536,-0.09930810099856358,-0.07757936507936508,uncertainty_beam,conformal_beam,conformal_beam
scadsai_real_grouped,calibrated_classifier,rescue_first,2,0.4083333333333333,2.791666666666667,0.1462686567164179,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.0,,,,,0.0,0.3472222222222222,0.19444444444444445,1.9548611111111112,0.1853835978835979,0.27764550264550264,0.2777777777777778,0.25,,0.002777777777777768,-0.1315091210613599,-0.09239417989417989,conformal_beam,fixed_greedy,fixed_greedy
scadsai_real_grouped,cluster_distance,rescue_first,3,0.3375,3.9340277777777777,0.08578993821712269,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.5416666666666666,0.33589743589743587,0.3076923076923077,4.0,0.08397435897435897,0.5416666666666666,0.3333333333333333,0.0,3.5416666666666665,0.09606481481481481,0.13425925925925924,0.19208553791887123,0.3333333333333333,,-0.005555555555555536,-0.09930810099856358,-0.09602072310405642,uncertainty_beam,conformal_beam,conformal_beam
scadsai_real_grouped,calibrated_classifier,rescue_first,3,0.4083333333333333,2.791666666666667,0.1462686567164179,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.0,,,,,0.0,0.4305555555555556,0.625,2.5868055555555554,0.19014951098284427,0.22972182138848807,0.2777777777777778,0.25,,0.002777777777777768,-0.1315091210613599,-0.08762826679493352,conformal_beam,fixed_greedy,fixed_greedy
scadsai_real_grouped,cluster_distance,rescue_first,5,0.3375,3.9340277777777777,0.08578993821712269,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.5416666666666666,0.33589743589743587,0.3076923076923077,4.0,0.08397435897435897,0.0,0.4583333333333333,1.0,3.9340277777777777,0.1171626984126984,0.1171626984126984,0.24907407407407403,0.3333333333333333,,-0.005555555555555536,-0.09930810099856358,-0.13191137566137562,uncertainty_beam,conformal_beam,conformal_beam
scadsai_real_grouped,calibrated_classifier,rescue_first,5,0.4083333333333333,2.7847222222222223,0.14663341645885286,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.0,,,,,0.0,0.5277777777777778,1.0,2.7847222222222223,0.22189014689014688,0.22189014689014688,0.2777777777777778,0.25,,0.002777777777777768,-0.13114436131892493,-0.05588763088763091,conformal_beam,fixed_greedy,fixed_greedy
