dataset_label,posterior_strategy,controller_label,shortlist_recall_at_2,shortlist_recall_at_3,shortlist_recall_at_5,shortlist_utility,grouped_topk_delta,downstream_exact_delta,prediction_set_avg_size
historical_newspapers_real_downstream,calibrated_classifier,shortlist_first@k=2,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,-0.01388888888888895,1.1148148148148147
historical_newspapers_real_downstream,cluster_distance,shortlist_first@k=3,0.7083333333333333,0.7083333333333333,0.7222222222222222,0.711111111111111,0.08333333333333326,0.05555555555555547,1.4412037037037038
historical_newspapers_real_downstream,calibrated_classifier,shortlist_first@k=3,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,-0.01388888888888895,1.1148148148148147
historical_newspapers_real_downstream,cluster_distance,shortlist_first@k=5,0.7222222222222222,0.7361111111111112,0.7361111111111112,0.7291666666666666,0.09722222222222221,0.04166666666666663,1.2675925925925926
historical_newspapers_real_downstream,calibrated_classifier,shortlist_first@k=5,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,-0.01388888888888895,1.1148148148148147
historical_newspapers_real_downstream,cluster_distance,profile_selector@k=2,0.6944444444444444,0.7083333333333333,0.7222222222222222,0.7041666666666666,0.08333333333333326,0.02777777777777779,1.6460648148148147
historical_newspapers_real_downstream,calibrated_classifier,profile_selector@k=2,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,0.0,1.0800925925925926
historical_newspapers_real_downstream,cluster_distance,profile_selector@k=3,0.6944444444444444,0.7083333333333333,0.7222222222222222,0.7041666666666666,0.08333333333333326,0.02777777777777779,1.6460648148148147
historical_newspapers_real_downstream,calibrated_classifier,profile_selector@k=3,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,0.0,1.0800925925925926
historical_newspapers_real_downstream,cluster_distance,profile_selector@k=5,0.7083333333333334,0.7222222222222222,0.7222222222222222,0.7152777777777778,0.08333333333333326,0.02777777777777779,1.4738425925925926
historical_newspapers_real_downstream,calibrated_classifier,profile_selector@k=5,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,-0.01388888888888884,1.0905092592592593
scadsai_real_grouped,cluster_distance,rule,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,rule,0.3472222222222222,0.41666666666666663,0.5277777777777778,0.4041666666666667,0.25,,2.9756944444444446
scadsai_real_grouped,cluster_distance,learned,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,2.8854166666666665
scadsai_real_grouped,calibrated_classifier,learned,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,,2.600694444444444
scadsai_real_grouped,cluster_distance,constrained,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,constrained,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.791666666666667
scadsai_real_grouped,cluster_distance,profile_selector,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,3.0833333333333335
scadsai_real_grouped,calibrated_classifier,profile_selector,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.772222222222222
scadsai_real_grouped,cluster_distance,rescue_first@k=2,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,rescue_first@k=2,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.791666666666667
scadsai_real_grouped,cluster_distance,rescue_first@k=3,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,rescue_first@k=3,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.791666666666667
scadsai_real_grouped,cluster_distance,rescue_first@k=5,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,rescue_first@k=5,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.7847222222222223
scadsai_real_grouped,cluster_distance,shortlist_first@k=2,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,2.8854166666666665
scadsai_real_grouped,calibrated_classifier,shortlist_first@k=2,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,,2.600694444444444
scadsai_real_grouped,cluster_distance,shortlist_first@k=3,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,2.8854166666666665
scadsai_real_grouped,calibrated_classifier,shortlist_first@k=3,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,,2.600694444444444
